,,,,
,,OrderCancelRequest,WRONG_PAYMENT_METHOD,cancel_request;reason=wrong_payment_information
,,OrderCancelRequest,WRONG_SHIPPING_ADDRESS,cancel_request;reason=wrong_shipping_address
,,キャンセルリクエスト,Cancel closed,cancel_request_closed
,,キャンセルリクエスト,Found better price,cancel_request;reason=found_better_price
,,キャンセルリクエスト,None,cancel_request;reason=unknown
,,キャンセルリクエスト,Order placed by mistake,cancel_request;reason=placed_by_mistake
,,キャンセルリクエスト,Won't arrive on time,cancel_request;reason=wont_arrive_on_time
,,キャンセルリクエスト,Wrong payment information,cancel_request;reason=wrong_payment_information
,,キャンセルリクエスト,Wrong shipping address,cancel_request;reason=wrong_shipping_address
,,キャンセルリクエスト,Wrong shipping method,cancel_request;reason=wrong_shipping_method
,,ケース,Case closed,case_closed
,,リターンリクエスト,Arrived damaged,return_request;reason=arrived_damaged
,,リターンリクエスト,Changed mind,return_request;reason=changed_mind
,,リターンリクエスト,Didn’t like item,return_request;reason=didnt_like_item
,,リターンリクエスト,Doesn’t fit,return_request;reason=doesnt_fit
,,リターンリクエスト,Doesn’t match description or photos,return_request;reason=doesnt_match_description
,,リターンリクエスト,Doesn’t work or defective,return_request;reason=defective
,,リターンリクエスト,Missing parts or accessories,return_request;reason=missing_parts
,,リターンリクエスト,Ordered by mistake,return_request;reason=ordered_by_mistake
,,リターンリクエスト,Return closed,return_request_closed
,,リターンリクエスト,Wrong item sent,return_request;reason=wrong_item
,,リターンリクエスト,バイヤーが返送済み,return_request;status=item_shipped_by_buyer
,,リターンリクエスト,返送品到着済み,return_request;status=item_delivered_to_seller
,,未着リクエスト,Buyer didn't receive the item,item_not_received;reason=buyer_did_not_receive
,,未着リクエスト,Item not received closed,item_not_received_closed
